Date,Close,Volume,change,mean,w_meanlist
2017-01-01,998.3250122070312,147775008,-2.2926339900140693,0.1788183333333333,0.2547807387862798
2017-01-02,1021.75,222184992,-2.1162215036433167,0.124355,0.1805153225806451
2017-01-03,1043.8399658203125,185168000,-9.603112114870605,0.2290257142857143,0.3031222689075631
2017-01-04,1154.72998046875,344945984,13.948368322333671,0.15001,0.2025134999999999
2017-01-05,1013.3800048828124,510199008,12.323087371574806,0.1457689189189189,0.1949439759036144
2017-01-06,902.2009887695312,351876000,-0.70263465154471,0.0309477272727272,0.0392798076923076
2017-01-07,908.5850219726562,279550016,-0.2868695761910108,0.0947730769230769,0.1412541401273885
2017-01-08,911.198974609375,158715008,0.9271945101972341,0.109625,0.1259521276595744
2017-01-09,902.8280029296876,141876992,-0.5344414817878983,0.0736238095238095,0.1104357142857142
2017-01-10,907.6790161132812,115808000,16.704702611386487,-0.0005357142857142,-0.0008766233766233
2017-01-11,777.7570190429688,310928992,-3.364291997815932,0.102890243902439,0.1365701438848921
2017-01-12,804.833984375,222326000,-2.3240771920083283,-0.0185631578947368,-0.0233404411764705
2017-01-13,823.9840087890625,168968000,0.6808333175477531,0.08735,0.1252274336283186
2017-01-14,818.4119873046875,93063296,-0.41202174217551585,0.09686,0.1147026315789473
2017-01-15,821.7979736328125,71013600,-1.170850859885232,-0.0348222222222222,-0.0420985074626865
2017-01-16,831.5339965820312,82755200,-8.415111239463995,0.2979374999999999,0.3488048780487804
2017-01-17,907.93798828125,155095008,2.4046441401070564,0.0024333333333333,0.0043799999999999
2017-01-18,886.6179809570312,225676992,-1.385317667964752,0.1700652173913043,0.1966675977653631
2017-01-19,899.072998046875,105625000,0.45216530758847484,0.078525,0.09423
2017-01-20,895.0260009765625,86728400,-2.9033759836308883,0.1386666666666667,0.1768818897637795
2017-01-21,921.7890014648438,111158000,-0.31189104150391894,0.0398333333333333,0.0537749999999999
2017-01-22,924.6729736328124,116573000,0.39749206437354284,0.0872076923076923,0.136044
2017-01-23,921.0120239257812,73588600,3.173005973560118,0.1878818181818181,0.2906296874999999
2017-01-24,892.68701171875,111349000,-0.9822038846204257,0.19875,0.2384999999999999
2017-01-25,901.5419921875,120831000,-1.7485016525174826,0.2712,0.3278686567164178
2017-01-26,917.5859985351562,131958000,-0.23528148571282959,0.0817631578947368,0.1028051470588235
2017-01-27,919.75,125594000,-0.1996578523909437,0.0030099999999999,0.0041358778625954
2017-01-28,921.5900268554688,68979600,0.22773946164830117,0.2776583333333333,0.4107821917808218
2017-01-29,919.4959716796876,60851700,-0.09626952123667797,0.196125,0.4706999999999999
2017-01-30,920.3820190429688,78227296,-5.154662064472523,-0.0140999999999999,-0.0173045454545454
2017-01-31,970.4030151367188,164582000,-1.882665511736405,0.1322647058823529,0.1714957627118644
2017-02-01,989.0230102539062,150110000,-2.251134395518796,-0.07517,-0.1091177419354838
2017-02-02,1011.7999877929688,145820992,-1.7584105199191704,0.1676729729729729,0.2123007604562738
2017-02-03,1029.9100341796875,201278000,-1.245564285193418,0.1421772727272727,0.1727061349693252
2017-02-04,1042.9000244140625,155064000,1.51459683370982,-0.0271851851851851,-0.0340515463917525
2017-02-05,1027.3399658203125,114208000,-1.0412809651332673,0.0020142857142857,0.0024171428571428
2017-02-06,1038.1500244140625,111762000,-2.1858907717095906,0.0846857142857142,0.1270285714285714
2017-02-07,1061.3499755859375,146007008,-0.1617928066849251,0.1222117647058823,0.1345208633093525
2017-02-08,1063.0699462890625,201855008,6.907494495294646,0.1064441176470588,0.1380165254237288
2017-02-09,994.3829956054688,407220000,0.5774384994599787,0.1468718749999999,0.1719475609756097
2017-02-10,988.6740112304688,190452000,-1.5706108601560596,0.1,0.1293413173652694
2017-02-11,1004.4500122070312,102261000,0.5273300607149956,0.2412333333333333,0.2994620689655172
2017-02-12,999.1810302734376,67530000,0.8619664032539973,-0.0120666666666666,-0.0145880597014925
2017-02-13,990.6420288085938,100607000,-1.3844964564611932,0.13222,0.1919322580645161
2017-02-14,1004.5499877929688,137946000,-0.2908239104084245,0.1080166666666666,0.1598054794520547
2017-02-15,1007.47998046875,89759400,-1.9426888261888025,0.1422444444444444,0.2039256637168141
2017-02-16,1027.43994140625,122277000,-1.7940968096337317,0.2648875,0.3288258620689656
2017-02-17,1046.2099609375,136474000,-0.778634952451484,0.1770636363636364,0.2150834355828221
2017-02-18,1054.4200439453125,99073504,0.6250822009072301,0.1317541666666666,0.1513771276595744
2017-02-19,1047.8699951171875,77423296,-2.9732019048747196,0.1522625,0.2149588235294117
2017-02-20,1079.97998046875,109478000,-3.1668669248680406,0.1098473684210526,0.1539663934426229
2017-02-21,1115.300048828125,186868992,-0.19149956063249696,0.0621641025641025,0.0912953974895397
2017-02-22,1117.43994140625,136100000,-4.223809528791758,0.0628624999999999,0.0887470588235294
2017-02-23,1166.719970703125,189454000,-0.5930136569848089,0.0898838709677419,0.1199885167464114
2017-02-24,1173.6800537109375,330759008,2.6087642312117483,0.1030825,0.1539821576763485
2017-02-25,1143.8399658203125,139960992,-1.833160508638895,0.0690239130434782,0.0798209497206704
2017-02-26,1165.199951171875,116486000,-1.2517284251266823,0.1725458333333333,0.232936875
2017-02-27,1179.969970703125,131570000,0.0,0.1890181818181818,0.1935806896551724
2017-02-28,1179.969970703125,184956000,-3.4789390017893664,0.0634413793103448,0.0974011764705882
2017-03-01,1222.5,229056992,-2.2789593642792925,0.080385,0.1200771784232365
2017-03-02,1251.010009765625,368275008,-1.8807975476216783,0.0510230769230769,0.0670752808988764
2017-03-03,1274.989990234375,315739008,1.5806848133213658,0.1363204081632653,0.1827273556231003
2017-03-04,1255.1500244140625,183270000,-0.9446596020306645,0.165553125,0.205514224137931
2017-03-05,1267.1199951171875,134127000,-0.44860359471730327,-0.0158322580645161,-0.0218673267326732
2017-03-06,1272.8299560546875,153656992,4.0284678407381245,0.0161861111111111,0.0200931034482758
2017-03-07,1223.5400390625,291256000,6.394786005434783,0.09313125,0.1122251046025104
2017-03-08,1150.0,332603008,-3.238562423801703,0.0897514285714285,0.1091571428571428
2017-03-09,1188.489990234375,212283008,6.426859142320267,0.1174567567567567,0.152785546875
2017-03-10,1116.719970703125,563795968,-5.027086191093205,0.0312333333333333,0.0353584905660377
2017-03-11,1175.8299560546875,283320000,-3.729392052107107,0.0809961538461538,0.1325391608391608
2017-03-12,1221.3800048828125,227176000,-0.855578177683088,0.0468696969696969,0.0545894117647058
2017-03-13,1231.9200439453125,380276992,-0.651609359248992,0.0575324324324324,0.0895247663551402
2017-03-14,1240.0,245306000,-0.7690387772356707,0.0307239130434782,0.0377439169139466
2017-03-15,1249.6099853515625,297804992,5.202845885223225,0.0138875,0.0149797752808988
2017-03-16,1187.81005859375,638568000,7.960161028123116,0.0625969696969697,0.0749649193548387
2017-03-17,1100.22998046875,706598976,12.981069172275046,0.0201749999999999,0.0231797872340425
2017-03-18,973.8179931640624,621302016,-6.069216743157354,0.1016862068965517,0.1139060085836909
2017-03-19,1036.739990234375,406648000,-1.659029866196586,-0.0060790322580645,-0.0069510245901639
2017-03-20,1054.22998046875,286529984,-5.917687568685928,-0.0775145454545454,-0.0966491183879093
2017-03-21,1120.5400390625,337391008,6.80557632128714,-0.0795049999999999,-0.0920315112540193
2017-03-22,1049.1400146484375,380840992,1.0158050024864456,0.034165,0.0378443076923076
2017-03-23,1038.5899658203125,248540000,10.780564060871617,0.1626272727272727,0.1947592741935484
2017-03-24,937.52001953125,491038016,-3.6245614336694834,0.0350566666666666,0.0402778723404255
2017-03-25,972.7789916992188,435803008,0.6262397544463731,0.0880291666666666,0.1011398936170212
2017-03-26,966.7249755859376,303668000,-7.558549439076775,0.1659152173913043,0.2038246290801187
2017-03-27,1045.77001953125,372535008,-0.13178674026051693,0.0971833333333333,0.1226144859813084
2017-03-28,1047.1500244140625,326332000,0.6904097150115841,0.0034027027027027,0.0041966666666666
2017-03-29,1039.969970703125,298457984,1.3191270991370057,0.1306321428571428,0.1881102857142857
2017-03-30,1026.4300537109375,352968992,-4.23217082622256,0.1211148148148148,0.1464223880597015
2017-03-31,1071.7900390625,447287008,-0.806104667977788,-0.0473871794871794,-0.057753125
2017-04-01,1080.5,289633984,-1.9661252875048856,0.0262851851851851,0.0317776119402985
2017-04-02,1102.1700439453125,514187008,-3.640465856685292,0.1476888888888889,0.1883905511811023
2017-04-03,1143.81005859375,580444032,0.9318383934480476,0.1657326086956521,0.1777546632124352
2017-04-04,1133.25,436310016,0.7530335250013078,0.1896594594594594,0.2223823943661972
2017-04-05,1124.780029296875,414784000,-4.895662544775954,0.1273780487804878,0.1571989966555184
2017-04-06,1182.6800537109375,511222016,0.4911232200672844,0.02338,0.0272682505399568
2017-04-07,1176.9000244140625,317022016,0.08079197939000032,-0.0468903225806451,-0.0670892307692308
2017-04-08,1175.949951171875,209312000,-1.0034805150656698,0.0732767441860465,0.0935910891089109
2017-04-09,1187.8699951171875,242343008,0.06233438893224236,0.1197942307692307,0.1487100795755968
2017-04-10,1187.1300048828125,215883008,-1.4838055068347664,0.1881424242424242,0.2253157258064516
2017-04-11,1205.010009765625,216182000,0.3865487030925422,0.0286432432432432,0.0362669201520912
2017-04-12,1200.3699951171875,288702016,2.658898214400179,0.2505517241379311,0.3189951219512196
2017-04-13,1169.280029296875,351968992,0.14903045515870791,0.0638695652173913,0.0768662790697674
2017-04-14,1167.5400390625,254827008,-0.4247245578579457,0.0683290322580645,0.097763076923077
2017-04-15,1172.52001953125,203559008,-0.8808496112332679,-0.0234846153846153,-0.0297048648648648
2017-04-16,1182.93994140625,183231008,-0.9188374717844496,0.228015625,0.2830538793103448
2017-04-17,1193.9100341796875,253206000,-1.4657463766122933,0.0736291666666666,0.0878668508287292
2017-04-18,1211.6700439453125,270524000,0.11402265888939005,0.0757625,0.0870462765957446
2017-04-19,1210.2900390625,288060992,-1.5287790594602657,0.1013645161290322,0.1159045081967213
2017-04-20,1229.0799560546875,315108000,0.5752552633424279,0.1163242424242424,0.1621985915492958
2017-04-21,1222.050048828125,272167008,-0.7842684086132163,0.1134464285714285,0.1317442396313364
2017-04-22,1231.7099609375,249320000,2.0294729825600255,0.1414777777777777,0.2071030120481927
2017-04-23,1207.2099609375,258951008,-3.4347928358988944,0.2067347826086956,0.2593581818181818
2017-04-24,1250.1500244140625,235806000,-1.212175990224266,0.2482125,0.290590243902439
2017-04-25,1265.489990234375,242556000,-1.2169393289334227,0.0916791666666666,0.1356349315068493
